级别,日期和时间,来源,事件 ID,任务类别
信息,2017/2/21 星期二 09:45:22,Microsoft-Windows-EventSystem,4625,无,EventSystem 子系统正在取消 86400 秒持续时间内重复的事件日志项。可以通过下列注册表项下名为 SuppressDuplicateDuration 的 REG_DWORD 值控制取消超时: HKLM\Software\Microsoft\EventSystem\EventLog。
信息,2017/2/13 星期一 10:04:50,Microsoft-Windows-EventSystem,4625,无,EventSystem 子系统正在取消 86400 秒持续时间内重复的事件日志项。可以通过下列注册表项下名为 SuppressDuplicateDuration 的 REG_DWORD 值控制取消超时: HKLM\Software\Microsoft\EventSystem\EventLog。
